NM_MUNICIPIO,DS_CARGO,DT_ELEICAO,NM_URNA_CANDIDATO,NM_PARTIDO,SG_PARTIDO,QT_VOTOS_NOMINAIS
FERREIRA GOMES,Vereador,06/10/2024,DR SANDRO,Partido Liberal,PL,82
FERREIRA GOMES,Vereador,06/10/2024,NOEME CUNHA,Partido Liberal,PL,111
FERREIRA GOMES,Vereador,06/10/2024,PROFESSOR MOACIR,Partido Liberal,PL,21
FERREIRA GOMES,Vereador,06/10/2024,JOSELI TOLOSA,Partido Liberal,PL,5
FERREIRA GOMES,Vereador,06/10/2024,PR DELON,Partido Liberal,PL,1
FERREIRA GOMES,Vereador,06/10/2024,PIUPIU,Partido Liberal,PL,18
FERREIRA GOMES,Vereador,06/10/2024,IDA SERRA,Partido Renovação Democrática,PRD,13
FERREIRA GOMES,Vereador,06/10/2024,MANOEL MOREIRA,Partido Renovação Democrática,PRD,9
FERREIRA GOMES,Vereador,06/10/2024,PROFESSOR ROBERTO DUARTE,Partido Renovação Democrática,PRD,16
FERREIRA GOMES,Vereador,06/10/2024,DANI OLIVEIRA,Partido Renovação Democrática,PRD,21
FERREIRA GOMES,Vereador,06/10/2024,GILDASIO LIMA,Partido Renovação Democrática,PRD,16
FERREIRA GOMES,Vereador,06/10/2024,ROSY SOUZA,Partido Renovação Democrática,PRD,4
FERREIRA GOMES,Vereador,06/10/2024,JUKA MUNIZ,Partido Renovação Democrática,PRD,107
MACAPÁ,Vereador,06/10/2024,JULIO FARIAS,Partido Liberal,PL,117
MACAPÁ,Vereador,06/10/2024,OBREIRA LENE LOBO,Partido Liberal,PL,114
MACAPÁ,Vereador,06/10/2024,OBREIRA LENE LOBO,Partido Liberal,PL,53
MACAPÁ,Vereador,06/10/2024,JESSE ALMEIDA OLIVEIRA,Partido Liberal,PL,206
MACAPÁ,Vereador,06/10/2024,JESSE ALMEIDA OLIVEIRA,Partido Liberal,PL,302
MACAPÁ,Vereador,06/10/2024,ERICA SANTOS,Partido Liberal,PL,42
MACAPÁ,Vereador,06/10/2024,ERICA SANTOS,Partido Liberal,PL,35
MACAPÁ,Vereador,06/10/2024,CONSELHEIRO BOSCO,Partido Liberal,PL,51
MACAPÁ,Vereador,06/10/2024,CONSELHEIRO BOSCO,Partido Liberal,PL,128
MACAPÁ,Vereador,06/10/2024,MARCELO DIAS,Partido Renovação Democrática,PRD,2468
MACAPÁ,Vereador,06/10/2024,MARCELO DIAS,Partido Renovação Democrática,PRD,2066
MACAPÁ,Vereador,06/10/2024,JOÃO MENDONÇA,Partido Renovação Democrática,PRD,2498
MACAPÁ,Vereador,06/10/2024,JOÃO MENDONÇA,Partido Renovação Democrática,PRD,1537
MACAPÁ,Vereador,06/10/2024,EDINOELSON CARECA,Partido Renovação Democrática,PRD,1774
MACAPÁ,Vereador,06/10/2024,EDINOELSON CARECA,Partido Renovação Democrática,PRD,1292
MACAPÁ,Vereador,06/10/2024,MAJOR GILSON,Partido Renovação Democrática,PRD,27
MACAPÁ,Vereador,06/10/2024,MAJOR GILSON,Partido Renovação Democrática,PRD,51
MACAPÁ,Vereador,06/10/2024,JOÃO DE DEUS,Partido Renovação Democrática,PRD,166
MACAPÁ,Vereador,06/10/2024,JOÃO DE DEUS,Partido Renovação Democrática,PRD,234
MACAPÁ,Vereador,06/10/2024,MAESTRO ELIAS DOS SANTOS,Partido Renovação Democrática,PRD,105
MACAPÁ,Vereador,06/10/2024,MAESTRO ELIAS DOS SANTOS,Partido Renovação Democrática,PRD,207
MACAPÁ,Vereador,06/10/2024,RAQUEL AMARAL,Partido Renovação Democrática,PRD,35
MACAPÁ,Vereador,06/10/2024,RAQUEL AMARAL,Partido Renovação Democrática,PRD,114
MACAPÁ,Vereador,06/10/2024,PACHEQUINHO,Partido Renovação Democrática,PRD,90
MACAPÁ,Vereador,06/10/2024,PACHEQUINHO,Partido Renovação Democrática,PRD,44
MACAPÁ,Vereador,06/10/2024,DR MARCELO AMÉRICO,Partido Renovação Democrática,PRD,174
MACAPÁ,Vereador,06/10/2024,DR MARCELO AMÉRICO,Partido Renovação Democrática,PRD,67
MACAPÁ,Vereador,06/10/2024,CONSELHEIRA HUELMA MEDEIROS,Partido Renovação Democrática,PRD,566
MACAPÁ,Vereador,06/10/2024,CONSELHEIRA HUELMA MEDEIROS,Partido Renovação Democrática,PRD,931
MACAPÁ,Vereador,06/10/2024,THIAGUINHO SALAZAR,Partido Renovação Democrática,PRD,82
MACAPÁ,Vereador,06/10/2024,THIAGUINHO SALAZAR,Partido Renovação Democrática,PRD,26
MACAPÁ,Vereador,06/10/2024,NATANAEL DOS ANJOS,Partido Renovação Democrática,PRD,119
MACAPÁ,Vereador,06/10/2024,NATANAEL DOS ANJOS,Partido Renovação Democrática,PRD,334
MACAPÁ,Vereador,06/10/2024,PROFESSORA ANTONIA,Partido Renovação Democrática,PRD,48
MACAPÁ,Vereador,06/10/2024,PROFESSORA ANTONIA,Partido Renovação Democrática,PRD,15
MACAPÁ,Vereador,06/10/2024,PROFESSORA AMANDA GUEDES,Partido Renovação Democrática,PRD,161
MACAPÁ,Vereador,06/10/2024,PROFESSORA AMANDA GUEDES,Partido Renovação Democrática,PRD,87
MACAPÁ,Vereador,06/10/2024,CABO ELTON MARCOS,Partido Renovação Democrática,PRD,30
MACAPÁ,Vereador,06/10/2024,CABO ELTON MARCOS,Partido Renovação Democrática,PRD,83
CUTIAS,Prefeito,06/10/2024,JÚNIOR MOURÃO,Partido Liberal,PL,3400
CUTIAS,Prefeito,06/10/2024,FRANK ROCHA,União Brasil,UNIÃO,2547
VITÓRIA DO JARI,Vereador,06/10/2024,ADEMIZINHO,Partido Democrático Trabalhista,PDT,505
VITÓRIA DO JARI,Vereador,06/10/2024,LINDOMAR DO AÇAÍ,Partido Democrático Trabalhista,PDT,54
VITÓRIA DO JARI,Vereador,06/10/2024,WANDREZA ALMEIDA,Partido Democrático Trabalhista,PDT,16
VITÓRIA DO JARI,Vereador,06/10/2024,RONIVON DA NATURA,Partido Democrático Trabalhista,PDT,176
VITÓRIA DO JARI,Vereador,06/10/2024,ARIADNY CLARO QUE É,Partido Democrático Trabalhista,PDT,124
VITÓRIA DO JARI,Vereador,06/10/2024,HIGOR MICHEL,Partido Democrático Trabalhista,PDT,216
VITÓRIA DO JARI,Vereador,06/10/2024,CARLOS CHAVES,Partido Democrático Trabalhista,PDT,123
VITÓRIA DO JARI,Vereador,06/10/2024,PROFESSORA MÁRCIA DO SINDICATO,Partido Democrático Trabalhista,PDT,83
VITÓRIA DO JARI,Vereador,06/10/2024,MAILSON DA ZEZÉ,Partido Democrático Trabalhista,PDT,54
VITÓRIA DO JARI,Vereador,06/10/2024,MICIANI PANTOJA,Partido Democrático Trabalhista,PDT,6
VITÓRIA DO JARI,Vereador,06/10/2024,JOJÓ PRADO,Movimento Democrático Brasileiro,MDB,197
VITÓRIA DO JARI,Vereador,06/10/2024,PROFESSORA NETE DO ARURU,Movimento Democrático Brasileiro,MDB,38
VITÓRIA DO JARI,Vereador,06/10/2024,CREUZA DA SAÚDE,Movimento Democrático Brasileiro,MDB,47
VITÓRIA DO JARI,Vereador,06/10/2024,PROFESSOR AILTON FIGUEIREDO,Movimento Democrático Brasileiro,MDB,92
VITÓRIA DO JARI,Vereador,06/10/2024,RENALDO DO CAJARÍ,Movimento Democrático Brasileiro,MDB,48
VITÓRIA DO JARI,Vereador,06/10/2024,ROSANA SANTOS,Movimento Democrático Brasileiro,MDB,23
VITÓRIA DO JARI,Vereador,06/10/2024,PROFESSOR MÁRCIO CANINDÉ,Movimento Democrático Brasileiro,MDB,69
VITÓRIA DO JARI,Vereador,06/10/2024,CHICÓ DA NOSSA SRA APARECIDA,Movimento Democrático Brasileiro,MDB,45
VITÓRIA DO JARI,Vereador,06/10/2024,TICATAN SILVA,Movimento Democrático Brasileiro,MDB,182
VITÓRIA DO JARI,Vereador,06/10/2024,PROFESSOR CÉLIO LAZAMÉ,Partido Liberal,PL,295
VITÓRIA DO JARI,Vereador,06/10/2024,SIMPSON BOLT,Partido Liberal,PL,286
VITÓRIA DO JARI,Vereador,06/10/2024,FRAQUEZA,Partido Liberal,PL,56
VITÓRIA DO JARI,Vereador,06/10/2024,AUZENIR DUARTE,Partido Liberal,PL,169
VITÓRIA DO JARI,Vereador,06/10/2024,EDSON DA SAÚDE,Partido Liberal,PL,26
VITÓRIA DO JARI,Vereador,06/10/2024,FRANCISCO DO FROZEN,Partido Liberal,PL,19
VITÓRIA DO JARI,Vereador,06/10/2024,PASTOR ARLINDO,Partido Liberal,PL,19
VITÓRIA DO JARI,Vereador,06/10/2024,GILMAR BATISTA,Partido Liberal,PL,269
VITÓRIA DO JARI,Vereador,06/10/2024,CLEODETE MOUTINHO,Partido Liberal,PL,210
VITÓRIA DO JARI,Vereador,06/10/2024,MORENA DO COMÉRCIO,Partido Liberal,PL,32
VITÓRIA DO JARI,Vereador,06/10/2024,LIÓ PASTANA,Partido Renovação Democrática,PRD,119
VITÓRIA DO JARI,Vereador,06/10/2024,BENINHA SKS,Partido Renovação Democrática,PRD,84
VITÓRIA DO JARI,Vereador,06/10/2024,OSIAS LOBATO,Partido Renovação Democrática,PRD,0
VITÓRIA DO JARI,Vereador,06/10/2024,JERFESON VAQUEIRO,Partido Renovação Democrática,PRD,73
VITÓRIA DO JARI,Vereador,06/10/2024,BENINHA,Partido Renovação Democrática,PRD,12
VITÓRIA DO JARI,Vereador,06/10/2024,DR JHONY BARROSO,Partido Renovação Democrática,PRD,179
VITÓRIA DO JARI,Vereador,06/10/2024,PAULA CUTRIN,Partido Renovação Democrática,PRD,131
MACAPÁ,Vereador,06/10/2024,JANAYNA,Partido Renovação Democrática,PRD,1397
MACAPÁ,Vereador,06/10/2024,JANAYNA,Partido Renovação Democrática,PRD,1957
MACAPÁ,Vereador,06/10/2024,GIAN DO NAE,Partido Renovação Democrática,PRD,1650
MACAPÁ,Vereador,06/10/2024,GIAN DO NAE,Partido Renovação Democrática,PRD,1548
MACAPÁ,Vereador,06/10/2024,DRA KARLENE,Partido Renovação Democrática,PRD,325
MACAPÁ,Vereador,06/10/2024,DRA KARLENE,Partido Renovação Democrática,PRD,391
MACAPÁ,Vereador,06/10/2024,RACSO DIAS,Partido Renovação Democrática,PRD,272
MACAPÁ,Vereador,06/10/2024,RACSO DIAS,Partido Renovação Democrática,PRD,127
MACAPÁ,Vereador,06/10/2024,RODRIGO SOUSA,Partido da Causa Operária,PCO,6
MACAPÁ,Vereador,06/10/2024,RODRIGO SOUSA,Partido da Causa Operária,PCO,0
MACAPÁ,Vereador,06/10/2024,LUCIANE LIMA,Partido da Causa Operária,PCO,1
MACAPÁ,Vereador,06/10/2024,LUCIANE LIMA,Partido da Causa Operária,PCO,6
MACAPÁ,Vereador,06/10/2024,CAMACHO,Partido Novo,NOVO,8
MACAPÁ,Vereador,06/10/2024,CAMACHO,Partido Novo,NOVO,6
MACAPÁ,Vereador,06/10/2024,DARKY,Partido Novo,NOVO,369
MACAPÁ,Vereador,06/10/2024,DARKY,Partido Novo,NOVO,365
MACAPÁ,Vereador,06/10/2024,IZOLDA BARBOSA,Partido Novo,NOVO,16
MACAPÁ,Vereador,06/10/2024,IZOLDA BARBOSA,Partido Novo,NOVO,20
MACAPÁ,Vereador,06/10/2024,NILDE QUILOMBOLA,Partido Socialista Brasileiro,PSB,99
MACAPÁ,Vereador,06/10/2024,NILDE QUILOMBOLA,Partido Socialista Brasileiro,PSB,24
MACAPÁ,Vereador,06/10/2024,FILICO ROCHA,Partido Socialista Brasileiro,PSB,97
MACAPÁ,Vereador,06/10/2024,FILICO ROCHA,Partido Socialista Brasileiro,PSB,263
MACAPÁ,Vereador,06/10/2024,GUSTAVO COSTA,Partido Socialista Brasileiro,PSB,13
MACAPÁ,Vereador,06/10/2024,GUSTAVO COSTA,Partido Socialista Brasileiro,PSB,6
MACAPÁ,Vereador,06/10/2024,PROF BENE BINGOTA,Partido Socialista Brasileiro,PSB,141
MACAPÁ,Vereador,06/10/2024,PROF BENE BINGOTA,Partido Socialista Brasileiro,PSB,545
MACAPÁ,Vereador,06/10/2024,RAIMUNDO SOUZA,Partido Socialista Brasileiro,PSB,4
MACAPÁ,Vereador,06/10/2024,RAIMUNDO SOUZA,Partido Socialista Brasileiro,PSB,4
MACAPÁ,Vereador,06/10/2024,ALLAN RAMALHO,Partido Socialista Brasileiro,PSB,644
MACAPÁ,Vereador,06/10/2024,ALLAN RAMALHO,Partido Socialista Brasileiro,PSB,684
MACAPÁ,Vereador,06/10/2024,CLARA CAPIBERIBE,Partido Socialista Brasileiro,PSB,57
MACAPÁ,Vereador,06/10/2024,CLARA CAPIBERIBE,Partido Socialista Brasileiro,PSB,111
MACAPÁ,Vereador,06/10/2024,RUBIVAR NOBRE,Partido Socialista Brasileiro,PSB,22
MACAPÁ,Vereador,06/10/2024,RUBIVAR NOBRE,Partido Socialista Brasileiro,PSB,32
MACAPÁ,Vereador,06/10/2024,JUCIARA LAMARAO,Partido Socialista Brasileiro,PSB,19
MACAPÁ,Vereador,06/10/2024,JUCIARA LAMARAO,Partido Socialista Brasileiro,PSB,63
MACAPÁ,Vereador,06/10/2024,LUCIANO SOTELO,Partido Socialista Brasileiro,PSB,63
MACAPÁ,Vereador,06/10/2024,LUCIANO SOTELO,Partido Socialista Brasileiro,PSB,23
MACAPÁ,Vereador,06/10/2024,BRUNO BRITO,Partido Socialista Brasileiro,PSB,3
MACAPÁ,Vereador,06/10/2024,BRUNO BRITO,Partido Socialista Brasileiro,PSB,3
LARANJAL DO JARI,Vereador,06/10/2024,ZECA PAVÃO,Solidariedade,SOLIDARIEDADE,400
LARANJAL DO JARI,Vereador,06/10/2024,BENA CALDEIRA,Solidariedade,SOLIDARIEDADE,21
LARANJAL DO JARI,Vereador,06/10/2024,JÚNIOR BEIRÃO,Solidariedade,SOLIDARIEDADE,308
LARANJAL DO JARI,Vereador,06/10/2024,VAGUINHO DA FOCUS,Solidariedade,SOLIDARIEDADE,294
LARANJAL DO JARI,Vereador,06/10/2024,TIO BICA,Solidariedade,SOLIDARIEDADE,426
LARANJAL DO JARI,Vereador,06/10/2024,BRENO MACDONIO,Solidariedade,SOLIDARIEDADE,38
LARANJAL DO JARI,Vereador,06/10/2024,WANDERLEI LISBOA,Solidariedade,SOLIDARIEDADE,69
LARANJAL DO JARI,Vereador,06/10/2024,LILIA ALVES,Solidariedade,SOLIDARIEDADE,32
LARANJAL DO JARI,Vereador,06/10/2024,ALDIANI MOSSORÓ,Solidariedade,SOLIDARIEDADE,100
TARTARUGALZINHO,Prefeito,06/10/2024,RILDO OLIVEIRA,Partido Renovação Democrática,PRD,2492
TARTARUGALZINHO,Prefeito,06/10/2024,BRUNO MINEIRO,União Brasil,UNIÃO,6733
CALÇOENE,Prefeito,06/10/2024,ALAN TRATALYX,Partido Verde,PV,2267
CALÇOENE,Prefeito,06/10/2024,GRACILENE BARROS,Partido Democrático Trabalhista,PDT,2163
CALÇOENE,Prefeito,06/10/2024,TOINHO GARIMPEIRO,Partido Social Democrático,PSD,2773
MAZAGÃO,Vereador,06/10/2024,BETÃO DO CAMAIPI,Partido dos Trabalhadores,PT,16
MAZAGÃO,Vereador,06/10/2024,DONA IRENE,Partido dos Trabalhadores,PT,16
MAZAGÃO,Vereador,06/10/2024,RAY TRINDADE,Partido dos Trabalhadores,PT,1
MAZAGÃO,Vereador,06/10/2024,EZEQUIAS MONTEIRO,Partido dos Trabalhadores,PT,0
MAZAGÃO,Vereador,06/10/2024,FRANCICLEI DO SINDICATO,Partido dos Trabalhadores,PT,172
MAZAGÃO,Vereador,06/10/2024,PASTOR CHARLEY,Partido dos Trabalhadores,PT,30
MAZAGÃO,Vereador,06/10/2024,SAMARA EDUARDA,Partido Comunista do Brasil,PC do B,2
MAZAGÃO,Vereador,06/10/2024,PROFESSOR MARCOS,Partido Comunista do Brasil,PC do B,94
MAZAGÃO,Vereador,06/10/2024,BEBÊ,Rede Sustentabilidade,REDE,945
MAZAGÃO,Vereador,06/10/2024,JACIRENE,Rede Sustentabilidade,REDE,710
MAZAGÃO,Vereador,06/10/2024,IRENE GONÇALVES,Rede Sustentabilidade,REDE,22
MAZAGÃO,Vereador,06/10/2024,KELLI BRACINHO,Rede Sustentabilidade,REDE,258
MAZAGÃO,Vereador,06/10/2024,NETÃO LIMA,Rede Sustentabilidade,REDE,235
MAZAGÃO,Vereador,06/10/2024,THAYNÁ GOES,Rede Sustentabilidade,REDE,144
MAZAGÃO,Vereador,06/10/2024,PROF MARTEL,Rede Sustentabilidade,REDE,54
MAZAGÃO,Vereador,06/10/2024,CHICO MENDES,Rede Sustentabilidade,REDE,179
MAZAGÃO,Vereador,06/10/2024,DINHO PENA,Rede Sustentabilidade,REDE,143
MAZAGÃO,Vereador,06/10/2024,DAVID JUNIOR,Rede Sustentabilidade,REDE,460
MAZAGÃO,Vereador,06/10/2024,ALESANDRO SANTOS,Cidadania,CIDADANIA,19
MAZAGÃO,Vereador,06/10/2024,FERNANDO CARDOSO,Cidadania,CIDADANIA,185
MAZAGÃO,Vereador,06/10/2024,FABIOLA OLIVEIRA,Cidadania,CIDADANIA,7
MACAPÁ,Vereador,06/10/2024,ROSY MARTINS,Partido Socialista Brasileiro,PSB,1
MACAPÁ,Vereador,06/10/2024,ROSY MARTINS,Partido Socialista Brasileiro,PSB,12
MACAPÁ,Vereador,06/10/2024,ANTONIO DO ACAI,Partido Socialista Brasileiro,PSB,115
MACAPÁ,Vereador,06/10/2024,ANTONIO DO ACAI,Partido Socialista Brasileiro,PSB,40
MACAPÁ,Vereador,06/10/2024,CLARA ARAUJO,Partido Socialista Brasileiro,PSB,29
MACAPÁ,Vereador,06/10/2024,CLARA ARAUJO,Partido Socialista Brasileiro,PSB,33
MACAPÁ,Vereador,06/10/2024,BUCHUDO,Partido Socialista Brasileiro,PSB,36
MACAPÁ,Vereador,06/10/2024,BUCHUDO,Partido Socialista Brasileiro,PSB,95
MACAPÁ,Vereador,06/10/2024,PROF PAULINHO,Partido Socialista Brasileiro,PSB,69
MACAPÁ,Vereador,06/10/2024,PROF PAULINHO,Partido Socialista Brasileiro,PSB,81
MACAPÁ,Vereador,06/10/2024,PALANQUETA,Partido Socialista Brasileiro,PSB,7
MACAPÁ,Vereador,06/10/2024,PALANQUETA,Partido Socialista Brasileiro,PSB,29
MACAPÁ,Vereador,06/10/2024,JODOVAL,Partido Socialista Brasileiro,PSB,28
MACAPÁ,Vereador,06/10/2024,JODOVAL,Partido Socialista Brasileiro,PSB,50
MACAPÁ,Vereador,06/10/2024,JANETE CAPIBERIBE,Partido Socialista Brasileiro,PSB,1110
MACAPÁ,Vereador,06/10/2024,JANETE CAPIBERIBE,Partido Socialista Brasileiro,PSB,867
MACAPÁ,Vereador,06/10/2024,PEDRO DALUA,União Brasil,UNIÃO,2182
MACAPÁ,Vereador,06/10/2024,PEDRO DALUA,União Brasil,UNIÃO,2127
MACAPÁ,Vereador,06/10/2024,LUANA SERRÃO,União Brasil,UNIÃO,1903
MACAPÁ,Vereador,06/10/2024,LUANA SERRÃO,União Brasil,UNIÃO,1457
MACAPÁ,Vereador,06/10/2024,BANHA LOBATO,União Brasil,UNIÃO,1324
MACAPÁ,Vereador,06/10/2024,BANHA LOBATO,União Brasil,UNIÃO,1356
MACAPÁ,Vereador,06/10/2024,ENGENHEIRO ANGELO,União Brasil,UNIÃO,708
MACAPÁ,Vereador,06/10/2024,ENGENHEIRO ANGELO,União Brasil,UNIÃO,497
MACAPÁ,Vereador,06/10/2024,TELMINHA,União Brasil,UNIÃO,98
MACAPÁ,Vereador,06/10/2024,TELMINHA,União Brasil,UNIÃO,47
MACAPÁ,Vereador,06/10/2024,CARLOS RAMOS,União Brasil,UNIÃO,22
MACAPÁ,Vereador,06/10/2024,CARLOS RAMOS,União Brasil,UNIÃO,6
MACAPÁ,Vereador,06/10/2024,GRILO,União Brasil,UNIÃO,458
MACAPÁ,Vereador,06/10/2024,GRILO,União Brasil,UNIÃO,160
MACAPÁ,Vereador,06/10/2024,JOSIEL ALCOLUMBRE,União Brasil,UNIÃO,800
MACAPÁ,Vereador,06/10/2024,JOSIEL ALCOLUMBRE,União Brasil,UNIÃO,1761
MACAPÁ,Vereador,06/10/2024,JORGINHO,União Brasil,UNIÃO,163
MACAPÁ,Vereador,06/10/2024,JORGINHO,União Brasil,UNIÃO,125
MACAPÁ,Vereador,06/10/2024,MICHEL DA SANAUTO,União Brasil,UNIÃO,864
MACAPÁ,Vereador,06/10/2024,MICHEL DA SANAUTO,União Brasil,UNIÃO,1352
MACAPÁ,Vereador,06/10/2024,WILLIAM RAFAEL,União Brasil,UNIÃO,513
MACAPÁ,Vereador,06/10/2024,WILLIAM RAFAEL,União Brasil,UNIÃO,185
MACAPÁ,Vereador,06/10/2024,MÔNICA PENHA,União Brasil,UNIÃO,201
MAZAGÃO,Vereador,06/10/2024,RONALDO SUCATÃO,Cidadania,CIDADANIA,94
MAZAGÃO,Vereador,06/10/2024,SILVIA ANDREZA,Cidadania,CIDADANIA,15
MAZAGÃO,Vereador,06/10/2024,WILSON PICANÇO,Cidadania,CIDADANIA,11
MAZAGÃO,Vereador,06/10/2024,ADELIO SILVA,Cidadania,CIDADANIA,16
MAZAGÃO,Vereador,06/10/2024,SAYMON LIMA,Cidadania,CIDADANIA,40
MAZAGÃO,Vereador,06/10/2024,MARIA FREITAS,Partido da Social Democracia Brasileira,PSDB,41
MAZAGÃO,Vereador,06/10/2024,ROSA,Partido da Social Democracia Brasileira,PSDB,31
MAZAGÃO,Vereador,06/10/2024,PAULO MACACO,Partido Democrático Trabalhista,PDT,537
MAZAGÃO,Vereador,06/10/2024,PROFESSOR KLEBER,Partido Democrático Trabalhista,PDT,225
MAZAGÃO,Vereador,06/10/2024,SHEILA,Partido Democrático Trabalhista,PDT,11
MAZAGÃO,Vereador,06/10/2024,NELCIELE,Partido Democrático Trabalhista,PDT,16
MAZAGÃO,Vereador,06/10/2024,DALVA MIRANDA,Partido Democrático Trabalhista,PDT,16
MAZAGÃO,Vereador,06/10/2024,ELIZEU MENDES,Partido Democrático Trabalhista,PDT,213
MAZAGÃO,Vereador,06/10/2024,MARCEL FORTE ABRAÇO,Partido Democrático Trabalhista,PDT,161
MAZAGÃO,Vereador,06/10/2024,ARIELTON SILVEIRA,Partido Democrático Trabalhista,PDT,122
MAZAGÃO,Vereador,06/10/2024,MANOEL ALEIXO ,Partido Democrático Trabalhista,PDT,88
MAZAGÃO,Vereador,06/10/2024,MÁRCIA,Partido Democrático Trabalhista,PDT,18
MAZAGÃO,Vereador,06/10/2024,MAYNARD CALANGUINHO,Partido Democrático Trabalhista,PDT,172
MAZAGÃO,Vereador,06/10/2024,FABIANO FERREIRA,Partido Democrático Trabalhista,PDT,215
MAZAGÃO,Vereador,06/10/2024,ZÉ ROBERTO,Movimento Democrático Brasileiro,MDB,754
MAZAGÃO,Vereador,06/10/2024,OTÁVIO RODRIGUES,Movimento Democrático Brasileiro,MDB,608
MAZAGÃO,Vereador,06/10/2024,SILVIO MARQUES,Movimento Democrático Brasileiro,MDB,208
MAZAGÃO,Vereador,06/10/2024,DINILZA ALMEIDA,Movimento Democrático Brasileiro,MDB,22
MAZAGÃO,Vereador,06/10/2024,JESSICA SILVA,Movimento Democrático Brasileiro,MDB,281
MAZAGÃO,Vereador,06/10/2024,ELSON BARRETO,Movimento Democrático Brasileiro,MDB,503
MAZAGÃO,Vereador,06/10/2024,INÁCIO PACHECO,Movimento Democrático Brasileiro,MDB,66
MAZAGÃO,Vereador,06/10/2024,DANIEL FLEXA,Movimento Democrático Brasileiro,MDB,420
MAZAGÃO,Vereador,06/10/2024,CLEBER SOUZA,Movimento Democrático Brasileiro,MDB,273
MAZAGÃO,Vereador,06/10/2024,MISSIONÁRIA LÚCIA,Movimento Democrático Brasileiro,MDB,32
MAZAGÃO,Vereador,06/10/2024,ROSILDA VIANA,Movimento Democrático Brasileiro,MDB,157
MAZAGÃO,Vereador,06/10/2024,PROF CIMACA,Partido Liberal,PL,871
MAZAGÃO,Vereador,06/10/2024,VERA MONTEIRO,Partido Liberal,PL,103
MAZAGÃO,Vereador,06/10/2024,PROFESSORA REGINA CANTÃO,Partido Liberal,PL,7
MAZAGÃO,Vereador,06/10/2024,PROF THORE,Partido Liberal,PL,506
MAZAGÃO,Vereador,06/10/2024,JEAN MORAES,Partido Liberal,PL,11
MAZAGÃO,Vereador,06/10/2024,DRA VONE DOS ANJOS,Partido Liberal,PL,282
MAZAGÃO,Vereador,06/10/2024,SUELI MURICI,Partido Liberal,PL,107
MAZAGÃO,Vereador,06/10/2024,SANTA,Partido Liberal,PL,124
MACAPÁ,Vereador,06/10/2024,MÔNICA PENHA,União Brasil,UNIÃO,220
MACAPÁ,Vereador,06/10/2024,FABIELSON BARROS,União Brasil,UNIÃO,224
MACAPÁ,Vereador,06/10/2024,FABIELSON BARROS,União Brasil,UNIÃO,221
MACAPÁ,Vereador,06/10/2024,MIRAELSON COUTINHO,União Brasil,UNIÃO,277
MACAPÁ,Vereador,06/10/2024,MIRAELSON COUTINHO,União Brasil,UNIÃO,645
MACAPÁ,Vereador,06/10/2024,DR EVANDRO JUAREZ,União Brasil,UNIÃO,439
MACAPÁ,Vereador,06/10/2024,DR EVANDRO JUAREZ,União Brasil,UNIÃO,223
MACAPÁ,Vereador,06/10/2024,ODA MENDES,União Brasil,UNIÃO,50
MACAPÁ,Vereador,06/10/2024,ODA MENDES,União Brasil,UNIÃO,149
MACAPÁ,Vereador,06/10/2024,JORDHAN RAFAEL,União Brasil,UNIÃO,173
MACAPÁ,Vereador,06/10/2024,JORDHAN RAFAEL,União Brasil,UNIÃO,83
MACAPÁ,Vereador,06/10/2024,GEOVANA CP,União Brasil,UNIÃO,166
MACAPÁ,Vereador,06/10/2024,GEOVANA CP,União Brasil,UNIÃO,155
MACAPÁ,Vereador,06/10/2024,SANIEL FIGUEREDO,União Brasil,UNIÃO,64
MACAPÁ,Vereador,06/10/2024,SANIEL FIGUEREDO,União Brasil,UNIÃO,128
MACAPÁ,Vereador,06/10/2024,ELZA LOPES,União Brasil,UNIÃO,55
MACAPÁ,Vereador,06/10/2024,ELZA LOPES,União Brasil,UNIÃO,76
MACAPÁ,Vereador,06/10/2024,LUCÉLIA QUARESMA,União Brasil,UNIÃO,583
MACAPÁ,Vereador,06/10/2024,LUCÉLIA QUARESMA,União Brasil,UNIÃO,567
MACAPÁ,Vereador,06/10/2024,CORONEL PALMIRA,União Brasil,UNIÃO,80
MACAPÁ,Vereador,06/10/2024,CORONEL PALMIRA,União Brasil,UNIÃO,47
MACAPÁ,Vereador,06/10/2024,TONY COSTA,União Brasil,UNIÃO,85
MACAPÁ,Vereador,06/10/2024,TONY COSTA,União Brasil,UNIÃO,104
MACAPÁ,Vereador,06/10/2024,FARAÓ,União Brasil,UNIÃO,2167
MACAPÁ,Vereador,06/10/2024,FARAÓ,União Brasil,UNIÃO,246
MACAPÁ,Vereador,06/10/2024,PAULO NERY,Partido Social Democrático,PSD,2177
MACAPÁ,Vereador,06/10/2024,PAULO NERY,Partido Social Democrático,PSD,2356
MACAPÁ,Vereador,06/10/2024,EZEQUIAS,Partido Social Democrático,PSD,1418
MACAPÁ,Vereador,06/10/2024,EZEQUIAS,Partido Social Democrático,PSD,909
MACAPÁ,Vereador,06/10/2024,MARCIANE,Partido Social Democrático,PSD,742
MACAPÁ,Vereador,06/10/2024,MARCIANE,Partido Social Democrático,PSD,1458
MACAPÁ,Vereador,06/10/2024,NICEIA OLIVEIRA,Partido Social Democrático,PSD,78
MACAPÁ,Vereador,06/10/2024,NICEIA OLIVEIRA,Partido Social Democrático,PSD,16
